,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
39724,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",Canada,Fully remote,1320000.0
39724,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,"5,000 to 9,999 employees",Canada,Fully remote,1320000.0
39740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",98000.0
39740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",98000.0
39740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",98000.0
39740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",98000.0
39740,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,"5,000 to 9,999 employees",United States of America,"Hybrid (some remote, some in-person)",98000.0
39742,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Canada,"Hybrid (some remote, some in-person)",69000.0
39742,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,Canada,"Hybrid (some remote, some in-person)",69000.0
39742,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,Canada,"Hybrid (some remote, some in-person)",69000.0
39747,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,Switzerland,Full in-person,95000.0
39747,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,Switzerland,Full in-person,95000.0
39753,I have an anxiety disorder,"Engineer, site reliability",100 to 499 employees,United States of America,Fully remote,140000.0
39753,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,140000.0
39753,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,140000.0
39753,I have an anxiety disorder,Student,100 to 499 employees,United States of America,Fully remote,140000.0
39753,I have an anxiety disorder,System administrator,100 to 499 employees,United States of America,Fully remote,140000.0
39768,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,Fully remote,365000.0
39768,I have an anxiety disorder,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,Fully remote,365000.0
39774,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,99000.0
39774,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Academic researcher,100 to 499 employees,United States of America,Fully remote,99000.0
39774,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,United States of America,Fully remote,99000.0
39782,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",I don’t know,France,Fully remote,1750.0
39782,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",I don’t know,France,Fully remote,1750.0
39782,I have an anxiety disorder,"Engineer, data",I don’t know,France,Fully remote,1750.0
39782,I have an anxiety disorder,"Developer, back-end",I don’t know,France,Fully remote,1750.0
39785,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,270000.0
39785,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,Fully remote,270000.0
39785,I have an anxiety disorder,"Developer, mobile",20 to 99 employees,United States of America,Fully remote,270000.0
39788,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,300000.0
39788,I have an anxiety disorder,Engineering manager,"1,000 to 4,999 employees",United States of America,Fully remote,300000.0
39812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"5,000 to 9,999 employees",United States of America,Fully remote,216000.0
39812,I have an anxiety disorder,Cloud infrastructure engineer,"5,000 to 9,999 employees",United States of America,Fully remote,216000.0
39813,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",10 to 19 employees,United States of America,Fully remote,240000.0
39813,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,United States of America,Fully remote,240000.0
39813,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,United States of America,Fully remote,240000.0
39813,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",10 to 19 employees,United States of America,Fully remote,240000.0
39831,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Canada,Fully remote,115000.0
39831,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,115000.0
39831,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Canada,Fully remote,115000.0
39864,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",66000.0
39864,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",66000.0
39864,I have an anxiety disorder,"Developer, front-end","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",66000.0
39864,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",66000.0
39876,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,30000.0
39894,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",Canada,Fully remote,135000.0
39896,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",10 to 19 employees,Canada,Fully remote,110000.0
39896,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,Canada,Fully remote,110000.0
39896,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",10 to 19 employees,Canada,Fully remote,110000.0
39896,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",10 to 19 employees,Canada,Fully remote,110000.0
39896,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",10 to 19 employees,Canada,Fully remote,110000.0
39896,I have an anxiety disorder,"Developer, front-end",10 to 19 employees,Canada,Fully remote,110000.0
39896,I have an anxiety disorder,"Developer, full-stack",10 to 19 employees,Canada,Fully remote,110000.0
39896,I have an anxiety disorder,"Developer, back-end",10 to 19 employees,Canada,Fully remote,110000.0
39896,I have an anxiety disorder,"Developer, desktop or enterprise applications",10 to 19 employees,Canada,Fully remote,110000.0
39896,I have an anxiety disorder,"Developer, mobile",10 to 19 employees,Canada,Fully remote,110000.0
39900,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,United States of America,Fully remote,800.0
39900,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices",2 to 9 employees,United States of America,Fully remote,800.0
39900,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,2 to 9 employees,United States of America,Fully remote,800.0
39900,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,2 to 9 employees,United States of America,Fully remote,800.0
39900,I have an anxiety disorder,"Developer, front-end",2 to 9 employees,United States of America,Fully remote,800.0
39900,I have an anxiety disorder,"Developer, embedded applications or devices",2 to 9 employees,United States of America,Fully remote,800.0
39900,I have an anxiety disorder,Designer,2 to 9 employees,United States of America,Fully remote,800.0
39900,I have an anxiety disorder,System administrator,2 to 9 employees,United States of America,Fully remote,800.0
39901,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,Canada,Fully remote,120000.0
39905,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,100000.0
39905,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,"1,000 to 4,999 employees",United States of America,Fully remote,100000.0
39905,I have an anxiety disorder,"Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,100000.0
39905,I have an anxiety disorder,Designer,"1,000 to 4,999 employees",United States of America,Fully remote,100000.0
39936,I have an anxiety disorder,"Developer, mobile",20 to 99 employees,Canada,Fully remote,90000.0
39938,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",20 to 99 employees,Netherlands,"Hybrid (some remote, some in-person)",36000.0
39938,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, game or graphics",20 to 99 employees,Netherlands,"Hybrid (some remote, some in-person)",36000.0
39938,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,20 to 99 employees,Netherlands,"Hybrid (some remote, some in-person)",36000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39943,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Product manager,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Fully remote,90000.0
39964,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,400000.0
39964,I have an anxiety disorder,Cloud infrastructure engineer,100 to 499 employees,United States of America,Fully remote,400000.0
39964,I have an anxiety disorder,Designer,100 to 499 employees,United States of America,Fully remote,400000.0
39990,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Canada,Fully remote,90000.0
39990,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Canada,Fully remote,90000.0
39990,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Canada,Fully remote,90000.0
39990,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Canada,Fully remote,90000.0
39990,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,90000.0
39990,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Canada,Fully remote,90000.0
40000,I have an anxiety disorder,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",United States of America,Fully remote,160000.0
40011,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United States of America,Fully remote,145000.0
40011,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","10,000 or more employees",United States of America,Fully remote,145000.0
40011,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",United States of America,Fully remote,145000.0
40011,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,"10,000 or more employees",United States of America,Fully remote,145000.0
40035,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",150000.0
40058,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",40000.0
40058,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",40000.0
40058,I have an anxiety disorder,"Developer, back-end","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",40000.0
40058,I have an anxiety disorder,"Developer, desktop or enterprise applications","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",40000.0
40067,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","1,000 to 4,999 employees",United States of America,Fully remote,200000.0
40067,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,200000.0
40067,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,200000.0
40095,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
40095,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
40095,I have an anxiety disorder,"Developer, back-end",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
40095,I have an anxiety disorder,"Developer, mobile",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
40095,I have an anxiety disorder,Cloud infrastructure engineer,20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",145000.0
40150,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, data",100 to 499 employees,United States of America,Fully remote,92000.0
40150,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,92000.0
40150,I have an anxiety disorder,"Engineer, data",100 to 499 employees,United States of America,Fully remote,92000.0
40150,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,92000.0
40190,I have an anxiety disorder,"Developer, full-stack",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",140000.0
40204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability","1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,I have an anxiety disorder,"Engineer, site reliability","1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,I have an anxiety disorder,DevOps specialist,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,I have an anxiety disorder,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40204,I have an anxiety disorder,System administrator,"1,000 to 4,999 employees",United States of America,Fully remote,67000.0
40213,I have an anxiety disorder,Educator,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",1200000.0
40213,I have an anxiety disorder,Academic researcher,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",1200000.0
40228,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",10 to 19 employees,Spain,Fully remote,50000.0
40228,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",10 to 19 employees,Spain,Fully remote,50000.0
40228,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",10 to 19 employees,Spain,Fully remote,50000.0
40228,I have an anxiety disorder,"Developer, full-stack",10 to 19 employees,Spain,Fully remote,50000.0
40228,I have an anxiety disorder,"Developer, QA or test",10 to 19 employees,Spain,Fully remote,50000.0
40228,I have an anxiety disorder,"Developer, mobile",10 to 19 employees,Spain,Fully remote,50000.0
40229,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,185000.0
40229,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,185000.0
40249,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, QA or test",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",804000.0
40249,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",804000.0
40249,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,20 to 99 employees,Germany,"Hybrid (some remote, some in-person)",804000.0
40250,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40250,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40250,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40250,I have an anxiety disorder,"Developer, front-end",2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40250,I have an anxiety disorder,"Developer, full-stack",2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40250,I have an anxiety disorder,Designer,2 to 9 employees,Sweden,"Hybrid (some remote, some in-person)",360000.0
40282,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",130000.0
40282,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications","10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",130000.0
40282,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data or business analyst,"10,000 or more employees",Switzerland,"Hybrid (some remote, some in-person)",130000.0
40300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
40300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
40300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
40300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
40300,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,"Hybrid (some remote, some in-person)",100000.0
40331,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,100 to 499 employees,United States of America,Fully remote,185000.0
40355,I have an anxiety disorder,Engineering manager,100 to 499 employees,United States of America,Fully remote,190000.0
40442,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Project manager,100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40442,I have an anxiety disorder,Project manager,100 to 499 employees,Sweden,"Hybrid (some remote, some in-person)",480000.0
40445,I have an anxiety disorder,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,Fully remote,90000.0
40446,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United States of America,Fully remote,1920000.0
40446,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,"10,000 or more employees",United States of America,Fully remote,1920000.0
40446,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,"10,000 or more employees",United States of America,Fully remote,1920000.0
40446,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",United States of America,Fully remote,1920000.0
40446,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,"10,000 or more employees",United States of America,Fully remote,1920000.0
40454,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Database administrator,"5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,"5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,I have an anxiety disorder,"Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,I have an anxiety disorder,"Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,I have an anxiety disorder,"Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,I have an anxiety disorder,Database administrator,"5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40454,I have an anxiety disorder,System administrator,"5,000 to 9,999 employees",United States of America,Fully remote,72000.0
40457,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40457,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40457,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40457,I have an anxiety disorder,Engineering manager,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40482,I have an anxiety disorder,Other (please specify):,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",135000.0
40483,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",27000.0
40483,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",27000.0
40483,I have an anxiety disorder,"Developer, back-end","10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",27000.0
40483,I have an anxiety disorder,"Developer, desktop or enterprise applications","10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",27000.0
40483,I have an anxiety disorder,DevOps specialist,"10,000 or more employees",Italy,"Hybrid (some remote, some in-person)",27000.0
40516,I have an anxiety disorder,"Developer, front-end",20 to 99 employees,United States of America,Fully remote,160000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Educator,100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,United States of America,Fully remote,285000.0
40539,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Marketing or sales professional,100 to 499 employees,United States of America,Fully remote,285000.0
40547,I have an anxiety disorder,Data scientist or machine learning specialist,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",130000.0
40547,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",130000.0
40547,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",130000.0
40562,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,300000.0
40562,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,300000.0
40562,I have an anxiety disorder,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Fully remote,300000.0
40562,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,Fully remote,300000.0
40622,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",196000.0
40624,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,Fully remote,129600.0
40624,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,"10,000 or more employees",United States of America,Fully remote,129600.0
40632,I have an anxiety disorder,"Developer, full-stack",500 to 999 employees,United States of America,Fully remote,87000.0
40653,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",Canada,"Hybrid (some remote, some in-person)",100000.0
40705,I have an anxiety disorder,"Developer, front-end","5,000 to 9,999 employees",United States of America,Fully remote,148000.0
40705,I have an anxiety disorder,"Developer, full-stack","5,000 to 9,999 employees",United States of America,Fully remote,148000.0
40705,I have an anxiety disorder,"Developer, back-end","5,000 to 9,999 employees",United States of America,Fully remote,148000.0
40705,I have an anxiety disorder,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,Fully remote,148000.0
40706,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",140000.0
40706,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",140000.0
